,symbol,metric,value
7117,JNPR,Forward Dividend & Yield,0.80 (2.50%)
7118,JNPR,Ex-Dividend Date,"Nov 30, 2021"
7119,JNPR,1y Target Est,28.29
7120,JNPR,Symbol,Last Price
7121,JNPR,CIENCiena Corporation,61.55
7122,JNPR,"NTAPNetApp, Inc.",88.86
7123,JNPR,"EXTRExtreme Networks, Inc.",11.95
7124,JNPR,"VRSNVeriSign, Inc.",239.21
7125,JNPR,"SUNWSunworks, Inc.",6.08
7132,KSU,Previous Close,308.72
7133,KSU,Open,308.55
7134,KSU,Bid,306.40 x 2200
7135,KSU,Ask,313.00 x 1200
7136,KSU,Day's Range,308.55 - 311.18
7137,KSU,52 Week Range,185.19 - 315.39
7138,KSU,Volume,"578,389"
7139,KSU,Avg. Volume,"838,106"
7140,KSU,Market Cap,28.29B
7141,KSU,Beta (5Y Monthly),1.09
7142,KSU,PE Ratio (TTM),293.90
7143,KSU,EPS (TTM),1.06
7144,KSU,Earnings Date,"Jan 20, 2022 - Jan 24, 2022"
7145,KSU,Forward Dividend & Yield,2.16 (0.69%)
7146,KSU,Ex-Dividend Date,"Dec 30, 2021"
7147,KSU,1y Target Est,295.92
7148,KSU,Symbol,Last Price
7149,KSU,NSCNorfolk Southern Corporation,275.59
7150,KSU,CPCanadian Pacific Railway Limited,77.56
7151,KSU,CSXCSX Corporation,35.23
7152,KSU,CNICanadian National Railway Company,129.85
7153,KSU,UNPUnion Pacific Corporation,242.44
7160,K,Previous Close,63.26
7161,K,Open,63.55
7162,K,Bid,0.00 x 1000
7163,K,Ask,0.00 x 800
7164,K,Day's Range,63.20 - 63.82
7165,K,52 Week Range,56.61 - 68.60
7166,K,Volume,"1,294,938"
7167,K,Avg. Volume,"1,992,134"
7168,K,Market Cap,21.566B
7169,K,Beta (5Y Monthly),0.58
7170,K,PE Ratio (TTM),17.24
7171,K,EPS (TTM),3.67
7172,K,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
7173,K,Forward Dividend & Yield,2.32 (3.67%)
7174,K,Ex-Dividend Date,"Nov 30, 2021"
7175,K,1y Target Est,67.66
7176,K,Symbol,Last Price
7177,K,"GISGeneral Mills, Inc.",63.24
7178,K,CPBCampbell Soup Company,41.55
7179,K,HSYThe Hershey Company,177.69
7180,K,KMBKimberly-Clark Corporation,133.91
7181,K,CLColgate-Palmolive Company,78.03
7188,KEY,Previous Close,24.09
7189,KEY,Open,24.20
7190,KEY,Bid,0.00 x 1000
7191,KEY,Ask,0.00 x 1200
7192,KEY,Day's Range,23.79 - 24.24
7193,KEY,52 Week Range,15.16 - 24.57
7194,KEY,Volume,"7,245,353"
7195,KEY,Avg. Volume,"7,263,770"
7196,KEY,Market Cap,22.429B
7197,KEY,Beta (5Y Monthly),1.50
7198,KEY,PE Ratio (TTM),9.32
7199,KEY,EPS (TTM),2.57
7200,KEY,Earnings Date,"Jan 20, 2022"
7201,KEY,Forward Dividend & Yield,0.74 (3.07%)
7202,KEY,Ex-Dividend Date,"Aug 30, 2021"
7203,KEY,1y Target Est,25.12
7204,KEY,Symbol,Last Price
7205,KEY,FITBFifth Third Bancorp,44.62
7206,KEY,HBANHuntington Bancshares Incorporated,16.46
7207,KEY,RFRegions Financial Corporation,24.24
7208,KEY,CMAComerica Incorporated,89.58
7209,KEY,"PNCThe PNC Financial Services Group, Inc.",204.82
7216,KEYS,Previous Close,186.62
7217,KEYS,Open,187.11
7218,KEYS,Bid,0.00 x 900
7219,KEYS,Ask,188.01 x 1000
7220,KEYS,Day's Range,186.09 - 189.05
7221,KEYS,52 Week Range,112.65 - 189.05
7222,KEYS,Volume,"579,007"
7223,KEYS,Avg. Volume,"793,823"
7224,KEYS,Market Cap,34.664B
7225,KEYS,Beta (5Y Monthly),0.99
7226,KEYS,PE Ratio (TTM),42.51
7227,KEYS,EPS (TTM),4.43
7228,KEYS,Earnings Date,"Nov 22, 2021"
7229,KEYS,Forward Dividend & Yield,N/A (N/A)
7230,KEYS,Ex-Dividend Date,N/A
7231,KEYS,1y Target Est,183.31
7232,KEYS,Symbol,Last Price
7233,KEYS,"QRVOQorvo, Inc.",158.91
7234,KEYS,"AAgilent Technologies, Inc.",157.78
7235,KEYS,DXCDXC Technology Company,33.05
7236,KEYS,"CDNSCadence Design Systems, Inc.",182.34
7237,KEYS,"LDOSLeidos Holdings, Inc.",94.28
7244,KMB,Previous Close,134.71
7245,KMB,Open,134.43
7246,KMB,Bid,134.16 x 900
7247,KMB,Ask,134.25 x 900
7248,KMB,Day's Range,133.34 - 134.64
7249,KMB,52 Week Range,125.27 - 144.44
7250,KMB,Volume,"839,624"
7251,KMB,Avg. Volume,"1,722,415"
7252,KMB,Market Cap,45.181B
7253,KMB,Beta (5Y Monthly),0.50
7254,KMB,PE Ratio (TTM),22.81
7255,KMB,EPS (TTM),5.88
7256,KMB,Earnings Date,"Jan 26, 2022"
7257,KMB,Forward Dividend & Yield,4.56 (3.39%)
7258,KMB,Ex-Dividend Date,"Sep 09, 2021"
7259,KMB,1y Target Est,131.37
7260,KMB,Symbol,Last Price
7261,KMB,CLXThe Clorox Company,165.58
7262,KMB,CLColgate-Palmolive Company,78.04
7263,KMB,"GISGeneral Mills, Inc.",62.94
7264,KMB,"PEPPepsiCo, Inc.",162.74
7265,KMB,KKellogg Company,63.31
7272,KIM,Previous Close,23.32
7273,KIM,Open,23.28
7274,KIM,Bid,23.17 x 4000
7275,KIM,Ask,23.93 x 1200
7276,KIM,Day's Range,23.22 - 23.66
7277,KIM,52 Week Range,13.24 - 24.95
7278,KIM,Volume,"2,582,268"
7279,KIM,Avg. Volume,"4,531,151"
7280,KIM,Market Cap,14.332B
7281,KIM,Beta (5Y Monthly),1.50
7282,KIM,PE Ratio (TTM),11.52
7283,KIM,EPS (TTM),2.02
7284,KIM,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
7285,KIM,Forward Dividend & Yield,0.68 (2.92%)
7286,KIM,Ex-Dividend Date,"Dec 08, 2021"
7287,KIM,1y Target Est,24.79
7288,KIM,Symbol,Last Price
7289,KIM,REGRegency Centers Corporation,73.70
7290,KIM,VNOVornado Realty Trust,45.26
7291,KIM,"BXPBoston Properties, Inc.",117.51
7292,KIM,EQREquity Residential,85.66
7293,KIM,"AVBAvalonBay Communities, Inc.",240.13
7300,KMI,Previous Close,16.84
7301,KMI,Open,16.85
7302,KMI,Bid,16.77 x 3200
7303,KMI,Ask,16.78 x 4000
7304,KMI,Day's Range,16.62 - 16.84
7305,KMI,52 Week Range,12.27 - 19.29
7306,KMI,Volume,"6,056,134"
7307,KMI,Avg. Volume,"13,903,872"
7308,KMI,Market Cap,38.002B
7309,KMI,Beta (5Y Monthly),1.02
7310,KMI,PE Ratio (TTM),21.82
7311,KMI,EPS (TTM),0.77
7312,KMI,Earnings Date,"Jan 18, 2022 - Jan 24, 2022"
7313,KMI,Forward Dividend & Yield,1.08 (6.41%)
7314,KMI,Ex-Dividend Date,"Oct 29, 2021"
7315,KMI,1y Target Est,18.93
7316,KMI,Symbol,Last Price
7317,KMI,EPDEnterprise Products Partners L.P.,22.70
7318,KMI,"WMBThe Williams Companies, Inc.",28.53
7319,KMI,PSXPhillips 66,79.13
7320,KMI,COPConocoPhillips,75.53
7321,KMI,CVXChevron Corporation,116.07
7328,KLAC,Previous Close,411.74
7329,KLAC,Open,412.47
7330,KLAC,Bid,413.28 x 800
7331,KLAC,Ask,414.39 x 1800
7332,KLAC,Day's Range,409.80 - 417.34
7333,KLAC,52 Week Range,236.01 - 419.33
7334,KLAC,Volume,"627,402"
7335,KLAC,Avg. Volume,"1,040,512"
7336,KLAC,Market Cap,62.662B
7337,KLAC,Beta (5Y Monthly),1.22
7338,KLAC,PE Ratio (TTM),23.46
7339,KLAC,EPS (TTM),17.62
7340,KLAC,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
7341,KLAC,Forward Dividend & Yield,4.20 (1.02%)
7342,KLAC,Ex-Dividend Date,"Nov 12, 2021"
7343,KLAC,1y Target Est,410.25
7344,KLAC,Symbol,Last Price
7345,KLAC,LRCXLam Research Corporation,624.42
7346,KLAC,"AMATApplied Materials, Inc.",156.82
7347,KLAC,"XLNXXilinx, Inc.",213.80
7348,KLAC,MCHPMicrochip Technology Incorporated,83.35
7349,KLAC,"TERTeradyne, Inc.",146.19
7356,KHC,Previous Close,37.28
7357,KHC,Open,37.31
7358,KHC,Bid,0.00 x 1000
7359,KHC,Ask,0.00 x 1100
7360,KHC,Day's Range,37.05 - 37.55
7361,KHC,52 Week Range,31.33 - 44.95
7362,KHC,Volume,"4,522,565"
7363,KHC,Avg. Volume,"5,063,696"
7364,KHC,Market Cap,45.604B
7365,KHC,Beta (5Y Monthly),1.06
7366,KHC,PE Ratio (TTM),20.03
7367,KHC,EPS (TTM),1.86
7368,KHC,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
7369,KHC,Forward Dividend & Yield,1.60 (4.30%)
7370,KHC,Ex-Dividend Date,"Nov 24, 2021"
7371,KHC,1y Target Est,40.69
7372,KHC,Symbol,Last Price
7373,KHC,"MDLZMondelez International, Inc.",62.78
7374,KHC,PMPhilip Morris International Inc.,94.76
7375,KHC,"GISGeneral Mills, Inc.",63.24
7376,KHC,"WBAWalgreens Boots Alliance, Inc.",49.54
7377,KHC,KKellogg Company,63.22
7384,KR,Previous Close,42.43
7385,KR,Open,42.43
7386,KR,Bid,0.00 x 3000
7387,KR,Ask,0.00 x 900
7388,KR,Day's Range,42.21 - 42.90
7389,KR,52 Week Range,30.35 - 47.99
7390,KR,Volume,"3,105,891"
7391,KR,Avg. Volume,"7,471,572"
7392,KR,Market Cap,31.724B
7393,KR,Beta (5Y Monthly),0.43
7394,KR,PE Ratio (TTM),28.54
7395,KR,EPS (TTM),1.50
7396,KR,Earnings Date,"Dec 01, 2021 - Dec 06, 2021"
7397,KR,Forward Dividend & Yield,0.84 (1.98%)
7398,KR,Ex-Dividend Date,"Nov 12, 2021"
7399,KR,1y Target Est,42.53
7400,KR,Symbol,Last Price
7401,KR,TGTTarget Corporation,264.33
7402,KR,CVSCVS Health Corporation,93.49
7403,KR,KHCThe Kraft Heinz Company,37.62
7404,KR,"GISGeneral Mills, Inc.",63.70
7405,KR,KKellogg Company,63.91
7412,LHX,Previous Close,220.30
7413,LHX,Open,221.02
7414,LHX,Bid,0.00 x 1000
7415,LHX,Ask,0.00 x 800
7416,LHX,Day's Range,219.85 - 221.65
7417,LHX,52 Week Range,168.70 - 246.08
7418,LHX,Volume,"1,021,351"
7419,LHX,Avg. Volume,"1,116,493"
7420,LHX,Market Cap,43.411B
7421,LHX,Beta (5Y Monthly),0.88
7422,LHX,PE Ratio (TTM),29.44
7423,LHX,EPS (TTM),7.51
7424,LHX,Earnings Date,"Jan 27, 2022 - Jan 31, 2022"
7425,LHX,Forward Dividend & Yield,4.08 (1.85%)
7426,LHX,Ex-Dividend Date,"Nov 18, 2021"
7427,LHX,1y Target Est,N/A
7428,LHX,Symbol,Last Price
7429,LHX,"LDOSLeidos Holdings, Inc.",94.28
7430,LHX,RTXRaytheon Technologies Corporation,89.35
7431,LHX,"HIIHuntington Ingalls Industries, Inc.",190.41
7432,LHX,TDGTransDigm Group Incorporated,653.74
7433,LHX,LINLinde plc,334.01
7440,LH,Previous Close,297.23
7441,LH,Open,293.93
7442,LH,Bid,0.00 x 800
7443,LH,Ask,284.59 x 1000
7444,LH,Day's Range,284.37 - 294.16
7445,LH,52 Week Range,195.39 - 309.60
7446,LH,Volume,"679,762"
7447,LH,Avg. Volume,"572,386"
7448,LH,Market Cap,27.304B
7449,LH,Beta (5Y Monthly),1.01
7450,LH,PE Ratio (TTM),10.12
7451,LH,EPS (TTM),28.19
7452,LH,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
7453,LH,Forward Dividend & Yield,N/A (N/A)
7454,LH,Ex-Dividend Date,"Mar 29, 1994"
7455,LH,1y Target Est,336.14
7456,LH,Symbol,Last Price
7457,LH,DGXQuest Diagnostics Incorporated,146.60
7458,LH,"PKIPerkinElmer, Inc.",183.36
7459,LH,HUMHumana Inc.,438.19
7460,LH,WATWaters Corporation,345.64
7461,LH,"UHSUniversal Health Services, Inc.",128.68
7468,LRCX,Previous Close,624.42
7469,LRCX,Open,632.00
7470,LRCX,Bid,629.81 x 800
7471,LRCX,Ask,630.31 x 1000
7472,LRCX,Day's Range,625.22 - 644.39
7473,LRCX,52 Week Range,425.00 - 673.80
7474,LRCX,Volume,"1,044,910"
7475,LRCX,Avg. Volume,"1,324,507"
7476,LRCX,Market Cap,88.857B
7477,LRCX,Beta (5Y Monthly),1.22
7478,LRCX,PE Ratio (TTM),21.33
7479,LRCX,EPS (TTM),29.59
7480,LRCX,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
7481,LRCX,Forward Dividend & Yield,6.00 (0.96%)
7482,LRCX,Ex-Dividend Date,"Dec 14, 2021"
7483,LRCX,1y Target Est,697.17
7484,LRCX,Symbol,Last Price
7485,LRCX,KLACKLA Corporation,413.50
7486,LRCX,"AMATApplied Materials, Inc.",156.65
7487,LRCX,ASMLASML Holding N.V.,860.90
7488,LRCX,AVGOBroadcom Inc.,564.38
7489,LRCX,"XLNXXilinx, Inc.",213.90
7496,LW,Previous Close,57.83
7497,LW,Open,57.25
7498,LW,Bid,55.26 x 800
7499,LW,Ask,57.73 x 1000
7500,LW,Day's Range,55.11 - 57.38
7501,LW,52 Week Range,54.18 - 86.41
7502,LW,Volume,"3,069,897"
7503,LW,Avg. Volume,"1,391,592"
7504,LW,Market Cap,8.254B
7505,LW,Beta (5Y Monthly),0.69
7506,LW,PE Ratio (TTM),32.29
7507,LW,EPS (TTM),1.75
7508,LW,Earnings Date,"Jan 05, 2022 - Jan 10, 2022"
7509,LW,Forward Dividend & Yield,0.94 (1.63%)
7510,LW,Ex-Dividend Date,"Nov 04, 2021"
7511,LW,1y Target Est,73.86
7512,LW,Symbol,Last Price
7513,LW,ALLEAllegion plc,135.18
7514,LW,"EVRGEvergy, Inc.",64.50
7515,LW,WLTWWillis Towers Watson Public Limited Company,230.91
7516,LW,"FBHSFortune Brands Home & Security, Inc.",106.50
7517,LW,FTVFortive Corporation,78.25
7524,LVS,Previous Close,39.70
7525,LVS,Open,39.94
7526,LVS,Bid,41.30 x 1100
7527,LVS,Ask,41.42 x 4000
7528,LVS,Day's Range,39.95 - 41.53
7529,LVS,52 Week Range,35.59 - 66.77
7530,LVS,Volume,"6,668,940"
7531,LVS,Avg. Volume,"10,142,642"
7532,LVS,Market Cap,31.583B
7533,LVS,Beta (5Y Monthly),1.49
7534,LVS,PE Ratio (TTM),N/A
7535,LVS,EPS (TTM),-1.50
7536,LVS,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
7537,LVS,Forward Dividend & Yield,N/A (N/A)
7538,LVS,Ex-Dividend Date,"Mar 17, 2020"
7539,LVS,1y Target Est,49.86
7540,LVS,Symbol,Last Price
7541,LVS,"WYNNWynn Resorts, Limited",98.05
7542,LVS,MGMMGM Resorts International,45.82
7543,LVS,"CZRCaesars Entertainment, Inc.",103.23
7544,LVS,BYDBoyd Gaming Corporation,61.99
7545,LVS,"PENNPenn National Gaming, Inc.",56.28
7552,LEG,Previous Close,44.55
7553,LEG,Open,44.80
7554,LEG,Bid,0.00 x 900
7555,LEG,Ask,0.00 x 800
7556,LEG,Day's Range,44.47 - 45.00
7557,LEG,52 Week Range,39.90 - 59.16
7558,LEG,Volume,"601,565"
7559,LEG,Avg. Volume,"759,564"
7560,LEG,Market Cap,5.943B
7561,LEG,Beta (5Y Monthly),1.47
7562,LEG,PE Ratio (TTM),15.27
7563,LEG,EPS (TTM),2.92
7564,LEG,Earnings Date,"Feb 07, 2022"
7565,LEG,Forward Dividend & Yield,1.68 (3.77%)
7566,LEG,Ex-Dividend Date,"Dec 14, 2021"
7567,LEG,1y Target Est,51.25
7568,LEG,Symbol,Last Price
7569,LEG,GPCGenuine Parts Company,137.01
7570,LEG,CINFCincinnati Financial Corporation,121.48
7571,LEG,"GWWW.W. Grainger, Inc.",484.42
7572,LEG,DOVDover Corporation,173.50
7573,LEG,"SWKStanley Black & Decker, Inc.",194.21
7580,LDOS,Previous Close,93.57
7581,LDOS,Open,93.84
7582,LDOS,Bid,0.00 x 800
7583,LDOS,Ask,0.00 x 800
7584,LDOS,Day's Range,93.47 - 94.64
7585,LDOS,52 Week Range,87.97 - 113.75
7586,LDOS,Volume,"424,175"
7587,LDOS,Avg. Volume,"714,313"
7588,LDOS,Market Cap,13.231B
7589,LDOS,Beta (5Y Monthly),0.87
7590,LDOS,PE Ratio (TTM),17.39
7591,LDOS,EPS (TTM),5.42
7592,LDOS,Earnings Date,"Nov 02, 2021"
7593,LDOS,Forward Dividend & Yield,1.44 (1.54%)
7594,LDOS,Ex-Dividend Date,"Dec 14, 2021"
7595,LDOS,1y Target Est,116.90
7596,LDOS,Symbol,Last Price
7597,LDOS,SAICScience Applications International Corporation,88.98
7598,LDOS,"LHXL3Harris Technologies, Inc.",221.23
7599,LDOS,"HIIHuntington Ingalls Industries, Inc.",190.41
7600,LDOS,BAHBooz Allen Hamilton Holding Corporation,89.03
7601,LDOS,CDWCDW Corporation,190.85
7608,LEN,Previous Close,108.23
7609,LEN,Open,108.22
7610,LEN,Bid,0.00 x 900
7611,LEN,Ask,0.00 x 800
7612,LEN,Day's Range,106.82 - 108.22
7613,LEN,52 Week Range,70.97 - 110.61
7614,LEN,Volume,"1,720,752"
7615,LEN,Avg. Volume,"2,096,912"
7616,LEN,Market Cap,32.768B
7617,LEN,Beta (5Y Monthly),1.50
7618,LEN,PE Ratio (TTM),8.11
7619,LEN,EPS (TTM),13.18
7620,LEN,Earnings Date,"Dec 14, 2021 - Dec 20, 2021"
7621,LEN,Forward Dividend & Yield,1.00 (0.92%)
7622,LEN,Ex-Dividend Date,"Oct 13, 2021"
7623,LEN,1y Target Est,120.36
7624,LEN,Symbol,Last Price
7625,LEN,"PHMPulteGroup, Inc.",50.57
7626,LEN,"DHID.R. Horton, Inc.",97.30
7627,LEN,KBHKB Home,42.25
7628,LEN,"TOLToll Brothers, Inc.",63.71
7629,LEN,"HOVHovnanian Enterprises, Inc.",88.01
7636,LLY,Previous Close,259.65
7637,LLY,Open,259.39
7638,LLY,Bid,0.00 x 900
7639,LLY,Ask,0.00 x 800
7640,LLY,Day's Range,257.16 - 259.61
7641,LLY,52 Week Range,138.61 - 275.87
7642,LLY,Volume,"1,824,038"
7643,LLY,Avg. Volume,"2,654,246"
7644,LLY,Market Cap,247.212B
7645,LLY,Beta (5Y Monthly),0.32
7646,LLY,PE Ratio (TTM),39.45
7647,LLY,EPS (TTM),6.55
7648,LLY,Earnings Date,"Feb 03, 2022"
7649,LLY,Forward Dividend & Yield,3.40 (1.31%)
7650,LLY,Ex-Dividend Date,"Nov 12, 2021"
7651,LLY,1y Target Est,N/A
7652,LLY,Symbol,Last Price
7653,LLY,BMYBristol-Myers Squibb Company,59.62
7654,LLY,ABTAbbott Laboratories,129.44
7655,LLY,"MRKMerck & Co., Inc.",83.69
7656,LLY,GSKGlaxoSmithKline plc,43.17
7657,LLY,AMGNAmgen Inc.,207.40
7664,LNC,Previous Close,71.81
7665,LNC,Open,72.74
7666,LNC,Bid,72.57 x 1100
7667,LNC,Ask,72.72 x 800
7668,LNC,Day's Range,72.15 - 74.34
7669,LNC,52 Week Range,38.31 - 77.57
7670,LNC,Volume,"2,239,736"
7671,LNC,Avg. Volume,"1,256,530"
7672,LNC,Market Cap,13.617B
7673,LNC,Beta (5Y Monthly),2.14
7674,LNC,PE Ratio (TTM),10.39
7675,LNC,EPS (TTM),6.97
7676,LNC,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
7677,LNC,Forward Dividend & Yield,1.80 (2.48%)
7678,LNC,Ex-Dividend Date,"Jan 07, 2022"
7679,LNC,1y Target Est,74.91
7680,LNC,Symbol,Last Price
7681,LNC,"HIGThe Hartford Financial Services Group, Inc.",71.83
7682,LNC,"PFGPrincipal Financial Group, Inc.",68.95
7683,LNC,UNMUnum Group,26.36
7684,LNC,"MMCMarsh & McLennan Companies, Inc.",161.45
7685,LNC,"AIZAssurant, Inc.",162.54
7692,LIN,Previous Close,335.66
7693,LIN,Open,337.78
7694,LIN,Bid,325.53 x 900
7695,LIN,Ask,350.00 x 1300
7696,LIN,Day's Range,335.56 - 337.78
7697,LIN,52 Week Range,240.80 - 340.16
7698,LIN,Volume,"1,044,124"
7699,LIN,Avg. Volume,"1,367,001"
7700,LIN,Market Cap,172.741B
7701,LIN,Beta (5Y Monthly),0.82
7702,LIN,PE Ratio (TTM),49.59
7703,LIN,EPS (TTM),6.80
7704,LIN,Earnings Date,"Oct 28, 2021"
7705,LIN,Forward Dividend & Yield,4.24 (1.26%)
7706,LIN,Ex-Dividend Date,"Dec 02, 2021"
7707,LIN,1y Target Est,301.03
7708,LIN,Symbol,Last Price
7709,LIN,"APDAir Products and Chemicals, Inc.",310.00
7710,LIN,SPGIS&P Global Inc.,453.36
7711,LIN,"ROPRoper Technologies, Inc.",487.73
7712,LIN,ECLEcolab Inc.,235.67
7713,LIN,SHWThe Sherwin-Williams Company,331.40
7720,LYV,Previous Close,114.26
7721,LYV,Open,114.37
7722,LYV,Bid,112.19 x 900
7723,LYV,Ask,112.88 x 1000
7724,LYV,Day's Range,111.71 - 114.53
7725,LYV,52 Week Range,64.92 - 127.75
7726,LYV,Volume,"2,739,393"
7727,LYV,Avg. Volume,"2,061,123"
7728,LYV,Market Cap,25.234B
7729,LYV,Beta (5Y Monthly),1.29
7730,LYV,PE Ratio (TTM),N/A
7731,LYV,EPS (TTM),-4.16
7732,LYV,Earnings Date,"Nov 04, 2021"
7733,LYV,Forward Dividend & Yield,N/A (N/A)
7734,LYV,Ex-Dividend Date,N/A
7735,LYV,1y Target Est,110.67
7736,LYV,Symbol,Last Price
7737,LYV,"EXPEExpedia Group, Inc.",178.91
7738,LYV,HLTHilton Worldwide Holdings Inc.,143.47
7739,LYV,BKNGBooking Holdings Inc.,"2,451.65"
7740,LYV,"MARMarriott International, Inc.",156.48
7741,LYV,"PLNTPlanet Fitness, Inc.",92.28
7748,LKQ,Previous Close,58.54
7749,LKQ,Open,58.84
7750,LKQ,Bid,58.86 x 900
7751,LKQ,Ask,58.87 x 800
7752,LKQ,Day's Range,58.67 - 59.42
7753,LKQ,52 Week Range,34.11 - 59.42
7754,LKQ,Volume,"971,834"
7755,LKQ,Avg. Volume,"1,630,151"
7756,LKQ,Market Cap,17.16B
7757,LKQ,Beta (5Y Monthly),1.62
7758,LKQ,PE Ratio (TTM),17.13
7759,LKQ,EPS (TTM),3.44
7760,LKQ,Earnings Date,"Oct 28, 2021"
7761,LKQ,Forward Dividend & Yield,1.00 (1.71%)
7762,LKQ,Ex-Dividend Date,"Nov 09, 2021"
7763,LKQ,1y Target Est,65.89
7764,LKQ,Symbol,Last Price
7765,LKQ,"FBHSFortune Brands Home & Security, Inc.",106.90
7766,LKQ,"DISCKDiscovery, Inc.",27.19
7767,LKQ,FTVFortive Corporation,78.03
7768,LKQ,WLTWWillis Towers Watson Public Limited Company,229.36
7769,LKQ,"MHKMohawk Industries, Inc.",176.02
7776,LMT,Previous Close,341.78
7777,LMT,Open,341.38
7778,LMT,Bid,338.26 x 800
7779,LMT,Ask,338.37 x 900
7780,LMT,Day's Range,337.10 - 342.00
7781,LMT,52 Week Range,319.81 - 396.99
7782,LMT,Volume,"1,067,924"
7783,LMT,Avg. Volume,"1,456,672"
7784,LMT,Market Cap,93.359B
7785,LMT,Beta (5Y Monthly),0.93
7786,LMT,PE Ratio (TTM),15.59
7787,LMT,EPS (TTM),21.71
7788,LMT,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
7789,LMT,Forward Dividend & Yield,11.20 (3.28%)
7790,LMT,Ex-Dividend Date,"Nov 30, 2021"
7791,LMT,1y Target Est,388.83
7792,LMT,Symbol,Last Price
7793,LMT,NOCNorthrop Grumman Corporation,364.86
7794,LMT,GDGeneral Dynamics Corporation,202.58
7795,LMT,BAThe Boeing Company,220.76
7796,LMT,HONHoneywell International Inc.,228.00
7797,LMT,MMM3M Company,180.99
7804,L,Previous Close,56.07
7805,L,Open,56.42
7806,L,Bid,0.00 x 3100
7807,L,Ask,57.18 x 800
7808,L,Day's Range,55.97 - 57.56
7809,L,52 Week Range,36.25 - 59.39
7810,L,Volume,"865,794"
7811,L,Avg. Volume,"812,257"
7812,L,Market Cap,14.69B
7813,L,Beta (5Y Monthly),0.92
7814,L,PE Ratio (TTM),9.98
7815,L,EPS (TTM),5.72
7816,L,Earnings Date,"Nov 01, 2021"
7817,L,Forward Dividend & Yield,0.25 (0.45%)
7818,L,Ex-Dividend Date,"Aug 17, 2021"
7819,L,1y Target Est,60.00
7820,L,Symbol,Last Price
7821,L,LNCLincoln National Corporation,74.10
7822,L,"MMCMarsh & McLennan Companies, Inc.",162.79
7823,L,"AIZAssurant, Inc.",161.45
7824,L,NTRSNorthern Trust Corporation,123.73
7825,L,"IPGThe Interpublic Group of Companies, Inc.",36.80
7832,LOW,Previous Close,236.32
7833,LOW,Open,236.10
7834,LOW,Bid,0.00 x 1100
7835,LOW,Ask,0.00 x 800
7836,LOW,Day's Range,234.33 - 237.15
7837,LOW,52 Week Range,146.72 - 239.27
7838,LOW,Volume,"2,159,726"
7839,LOW,Avg. Volume,"3,407,416"
7840,LOW,Market Cap,162.666B
7841,LOW,Beta (5Y Monthly),1.30
7842,LOW,PE Ratio (TTM),24.54
7843,LOW,EPS (TTM),9.57
7844,LOW,Earnings Date,"Nov 17, 2021"
7845,LOW,Forward Dividend & Yield,3.20 (1.36%)
7846,LOW,Ex-Dividend Date,"Jan 18, 2022"
7847,LOW,1y Target Est,239.13
7848,LOW,Symbol,Last Price
7849,LOW,"HDThe Home Depot, Inc.",371.08
7850,LOW,TGTTarget Corporation,264.33
7851,LOW,WMTWalmart Inc.,146.91
7852,LOW,COSTCostco Wholesale Corporation,519.89
7853,LOW,"BBYBest Buy Co., Inc.",132.36
7860,LUMN,Previous Close,14.22
7861,LUMN,Open,14.22
7862,LUMN,Bid,14.02 x 1400
7863,LUMN,Ask,14.03 x 2900
7864,LUMN,Day's Range,13.99 - 14.29
7865,LUMN,52 Week Range,9.66 - 16.60
7866,LUMN,Volume,"2,245,065"
7867,LUMN,Avg. Volume,"11,212,782"
7868,LUMN,Market Cap,14.37B
7869,LUMN,Beta (5Y Monthly),0.98
7870,LUMN,PE Ratio (TTM),N/A
7871,LUMN,EPS (TTM),-0.71
7872,LUMN,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
7873,LUMN,Forward Dividend & Yield,1.00 (7.03%)
7874,LUMN,Ex-Dividend Date,"Aug 27, 2021"
7875,LUMN,1y Target Est,11.40
7876,LUMN,Symbol,Last Price
7877,LUMN,IRMIron Mountain Incorporated,48.28
7878,LUMN,VTRSViatris Inc.,14.01
7879,LUMN,VIACViacomCBS Inc.,35.72
7880,LUMN,"OKEONEOK, Inc.",62.95
7881,LUMN,ETEnergy Transfer LP,9.22
7888,LYB,Previous Close,95.39
7889,LYB,Open,95.44
7890,LYB,Bid,0.00 x 1100
7891,LYB,Ask,0.00 x 1000
7892,LYB,Day's Range,94.66 - 95.96
7893,LYB,52 Week Range,77.65 - 118.02
7894,LYB,Volume,"1,438,522"
7895,LYB,Avg. Volume,"2,000,290"
7896,LYB,Market Cap,31.688B
7897,LYB,Beta (5Y Monthly),1.48
7898,LYB,PE Ratio (TTM),5.56
7899,LYB,EPS (TTM),17.12
7900,LYB,Earnings Date,"Jan 27, 2022 - Jan 31, 2022"
7901,LYB,Forward Dividend & Yield,4.52 (4.74%)
